Title,Address,Latitude,Longitude,Found Address,Match Quality,Source
JEFFERSON CTY PUBLIC LIBRARY/ILL,10200 W. 20th Ave Lakewood CO US 80215,39.7470415,-105.1132838,"10200 W 20th Ave, Lakewood, CO 80215, USA",Match,Google
James J. Peters VA Medical Center,130 West Kingsbridge Road Bronx NY 10468 USA,40.868521,-73.9052721,"130 W Kingsbridge Rd, Bronx, NY 10468, USA",Match,Google
J.E. & L.E. Mabee Library,4301 Broadway San Antonio US-TX 78209 US,29.466944,-98.4658512,"4301 Broadway St, San Antonio, TX 78209, USA",Partial Match,Google
IONA COLLEGE / RYAN LIBRARY / ILL DEPT,"715 NORTH AVE.,RYAN LIBRARY , DEPT.,NEW ROCHELLE US-NY 10801-1890 US",40.9251932,-73.7876393,"715 North Ave, New Rochelle, NY 10801, USA",Partial Match,Google
Interlibrary Services / TAMU Libraries,"5000 TAMU,Texas A&M Univ,College Station US-TX 77843-5000 US",30.6167852,-96.3392311,"Texas A&M University, 400 Spence St, College Station, TX 77843, USA",Match,Google
Interlibrary Services / Ohio State University Libraries,"Ohio State University Libraries,1858 Neil Avenue Mall,Columbus US-OH 43210 US",39.9991926,-83.0148625,"The Ohio State University, 1858 Neil Ave, Columbus, OH 43210, USA",Match,Google
Interlibrary Services,524 College Ave. Ithaca NY 14853-4901,42.4426987,-76.4852492,"524 College Ave, Ithaca, NY 14850, USA",Partial Match,Google
Interlibrary Loans/Sibley Music Library/Eastman School of Music,"Sibley Music Library , Eastman School of Music , 27 Gibbs Street , Rochester, NY 14604",43.1576946,-77.6017884,"27 Gibbs St, Rochester, NY 14604, USA",Match,Google
William Jessup U,"Wiam Jessup University Library,2121 University Ave.,Rocklin US-CA 95765 US",38.8204128,-121.2924931,"2121 University Ave, Rocklin, CA 95765, USA",Match,Google
The Juilliard School,60 Lincoln Center Plaza New York US-NY 10023-6588 US,40.772214,-73.984987,"60 Lincoln Center Plaza, New York, NY 10023, USA",Partial Match,Google
Pensacola State College,1000 College Blvd. Pensacola Fl 32504-8998,30.4783116,-87.198096,"1000 College Blvd, Pensacola, FL 32504, USA",Partial Match,Google
Norfolk Public library,"Norfolk Public Library,1155 Pineridge Road,Norfolk US-VA 23502 US",36.86108,-76.230082,"1155 Pineridge Rd, Norfolk, VA 23502, USA",Partial Match,Google
Interlibrary Loan--Nancy DelVecchio,"HUDSON PUBLIC LIBRARY,WOOD SQUARE,HUDSON US-MA 01749 US",42.3914942,-71.5707726,"3 Washington St, Hudson, MA 01749, USA",Match,Google
Interlibrary Loan--Criss Quigley,"Gaylord Memorial Library,47 College Street,SOUTH HADLEY US-MA 01075-1403 US",42.2568883,-72.5767832,"47 College St, South Hadley, MA 01075, USA",Match,Google
Interlibrary Loan/University of Washington Libraries,"4000 15th Ave NE,Seattle US-WA 98195-2900 US",47.6608146,-122.3065751,"4000 15th Ave NE, Seattle, WA 98105, USA",Partial Match,Google
Interlibrary Loan/United States Military Academy Library,758 Cullum Rd. West Point NY 10996-1709,41.3914211,-73.9555031,"758 Cullum Rd, West Point, NY 10996, USA",Partial Match,Google
INTERLIBRARY LOAN/ELY LIBRARY/WESTFIELD STATE COLLEGE LIBRARY,"Westfield State University,577 Western Ave.,Westfield US-MA 01086 US",42.1318254,-72.7941529,"577 Western Ave, Westfield, MA 01086, USA",Match,Google
"INTERLIBRARY LOAN, WALKER LIBRARY",1500 GREENLAND DR. MURFREESBORO US-TN 37132 US,35.8520076,-86.3620194,"1500 Greenland Dr, Murfreesboro, TN 37130, USA",Partial Match,Google
"Interlibrary Loan, Polk Library / Universiy of Wisconsin, Oshkosh","Interlibrary Loan - Polk Library,801 Elmwood Avenue,Oshkosh US-WI 54901 US",44.0263501,-88.5495687,"Elmwood Ave, Oshkosh, WI 54901, USA",Match,Google
"Interlibrary Loan, Marietta College Library","215 Fifth Street,Marietta US-OH 45750 US",39.416531,-81.449069,"215 5th St, Marietta, OH 45750, USA",Match,Google
Interlibrary Loan Services / Ball State University Libraries,"Ball State University Libraries,2000 West University Avenue,Muncie US-IN 47306 US",40.2061028,-85.406986,"2000 W University Ave, Muncie, IN 47306, USA",Match,Google
Interlibrary Loan Office (U-2005F),"Homer Babbidge Library Univ of Connecticut,369 Fairfield Way,Storrs US-CT 06269 US",41.8066244,-72.2517451,"University of Connecticut, 369 Fairfield Way, Storrs, CT 06269, USA",Match,Google
Interlibrary Loan LUDKE LIBRARY / LESLEY UNIVERSITY,"Lesley University,29 Everett Street,Cambridge US-MA 02138-2790 US",42.3811758,-71.1177024,"29 Everett St, Cambridge, MA 02138, USA",Match,Google
Interlibrary Loan H. Douglas Barclay Law Library / Syracuse Universit,950 Irving Ave Syracuse US-NY 13244-6070 US,43.0362273,-76.1387337,"950 Irving Ave, Syracuse, NY 13210, USA",Partial Match,Google
Interlibrary Loan Dept. / A.Pierre Guillermin Library / Liberty Univer,1971 University Blvd. Lynchburg US-VA 24515 US,37.3535393,-79.1775812,"1971 University Blvd, Lynchburg, VA 24502, USA",Partial Match,Google
Interlibrary Loan Dept.,"Melick Library,Eureka College,301 E. College Ave.,Eureka US-IL 61530 US",40.7145307,-89.2696504,"301 E College Ave, Eureka, IL 61530, USA",Match,Google
Bethel U,"3900 Bethel Drive,St. Paul US-MN 55112 US",45.057943,-93.1616073,"3900 Bethel Dr, St Paul, MN 55112, USA",Match,Google
Interlibrary Loan Department-Earl K Long Library,"University of New Orleans,2000 Lakeshore Drive,New Orleans US-LA 70148 US",30.0286312,-90.0661764,"2000 Lakeshore Dr, New Orleans, LA 70148, USA",Match,Google
InterLibrary Loan Department,"Martin Library,159 East Market Street,York US-PA 17401 US",39.9637418,-76.7241589,"159 E Market St, York, PA 17401, USA",Match,Google
Mercer County System,"Mercer County Library System,2751 Brunswick Pike,Lawrenceve US-NJ 08648 US",40.2662976,-74.718801,"2751 Brunswick Pike, Lawrence Township, NJ 08648, USA",Match,Google
Notre Dame,",200 Winston Avenue,Baltimore US-MD 21212 US",39.3498568,-76.6169843,"200 Winston Ave, Baltimore, MD 21212, USA",Match,Google
Farmington Community,"Farmington Community Library,32737 W 12 Mile Rd,Farmington Hs US-MI 48334-3302 US",42.4979705,-83.3709079,"32737 Twelve Mile Rd, Farmington Hills, MI 48334, USA",Match,Google
Lyndon State College,"Lyndon State College Library,1001 College Rd.,PO Box 919,Lyndonve, VT 05851",44.5355567,-72.025198,"1001 College Rd, Lyndonville, VT 05851, USA",Partial Match,Google
Interlibrary Loan / Manhattan College Library,"Manhattan College Library,4513 Manhattan College Pkwy,Riverdale US-NY 10471 US",40.8899623,-73.9010623,"4513 Manhattan College Pkwy, Bronx, NY 10471, USA",Match,Google
INTERLIBRARY LOAN / MALCOLM A LOVE LIBRARY / SAN DIEGO STATE UNIVERSIT,"Resource Sharing,San Diego State University,5500 Campanile Drive,San Diego US-CA 92182-8050 US",32.7757217,-117.0718893,"5500 Campanile Dr, San Diego, CA 92182, USA",Match,Google
Florida Gulf Coast U,"Library Services,Florida Gulf Coast University,10501 FGCU Blvd. South,Ft. Myers, FL 33965-6501 -",26.4643209,-81.7733903,"10501 FGCU Blvd S, Fort Myers, FL 33965, USA",Match,Google
Interlibrary Loan / Johnson County Library,Shawnee Mission KS 66201-1333,39.02,-94.67,"Mission, KS 66201, USA",Partial Match,Google
Interlibrary Loan / Holy Family University Library,"Holy Family University Library,9801 Frankford Avenue,Philadelphia US-PA 19114-2009 US",40.0609234,-74.9873319,"9801 Frankford Ave, Philadelphia, PA 19114, USA",Match,Google
Interlibrary Loan / CLARK LIBRARY,"UNIVERSITY OF PORTLAND,5000 N WAMETTE BLVD,PORTLAND US-OR 97203-0017 US",45.5732046,-122.7275712,"5000 N Willamette Blvd, Portland, OR 97203, USA",Partial Match,Google
Interlibrary Loan / Bethlehem Public Library,"Bethlehem Public Library,451 Delaware Ave.,Delmar US-NY 12054-3042 US",42.6196879,-73.841225,"451 Delaware Ave, Delmar, NY 12054, USA",Match,Google
Utah Valley University,"800 WEST UNIVERSITY PARKWAY , OREM, UT 84058-5999",40.2773503,-111.7129554,"800 W University Pkwy, Orem, UT 84097, USA",Partial Match,Google
Hudson Valley Community College,"Hudson Valley Community College,80 Vandenburgh Avenue,Troy US-NY 12180 US",42.6967457,-73.6854979,"80 Vandenburgh Ave, Troy, NY 12180, USA",Match,Google
Interlibrary Loan - VCFALibrary,"36 College Street,Montpelier US-VT 05602 US",44.2551914,-72.5676054,"36 College St, Montpelier, VT 05602, USA",Match,Google
INTERLIBRARY LOAN Saratoga Springs Public Library,"Saratoga Springs Public Library,49 Henry Street,Saratoga Springs US-NY 12866 US",43.0809343,-73.78327,"49 Henry St, Saratoga Springs, NY 12866, USA",Match,Google
Interlibrary Loan - Pratt Institute Library,"Pratt Institute Library-Brooklyn Campus,379 DeKalb Avenue,Brooklyn US-NY 11205 US",40.6908148,-73.9649417,"200 Willoughby Ave, Brooklyn, NY 11205, USA",Match,Google
Interlibrary Loan - Mason Library (KNM)/Keene State College,"Mason Library, ,229 Main Street,Keene US-NH 03435-3201 US",42.9264742,-72.2790318,"229 Main St, Keene, NH 03431, USA",Partial Match,Google
Interlibrary Loan - Lovejoy Library,"Dept.,Southern inois Univ. Edwardsve 30 Hairpin Dr.,Edwardsve US-IL 62026-1063 US",38.7930978,-89.9979453,"1 Hairpin Dr, Edwardsville, IL 62025, USA",Partial Match,Google
INTERLIBRARY LOAN - DECKER LIBRARY Maryland art institute,"MARYLAND INSTITUTE COLLEGE OF ART,1300 WEST MOUNT ROYAL AVE,BALTIMORE US-MD 21217-4191 US",39.307555,-76.6216339,"1300 W Mt Royal Ave, Baltimore, MD 21217, USA",Match,Google
INTERLIBRARY LOAN Alvernia University,"ALVERNIA UNIVERSITY LIBRARY , 400 ST. BERNARDINE ST. , READING, PA 19607-1799",40.3112017,-75.931668,"400 Saint Bernardine St, Reading, PA 19607, USA",Match,Google
INTERLIBRARY LOAN Cleaveland State University,"CLEVELAND STATE UNIVERSITY,1860 EAST 22nd STREET,CLEVELAND US-OH 44115-2214 US",41.5024973,-81.6747185,"2121 Euclid Ave, Cleveland, OH 44115, USA",Match,Google
Concord Public Library,"CONCORD PUBLIC LIBRARY,45 GREEN STREET,CONCORD US-NH 03301 US",43.2066825,-71.5403811,"45 Green St, Concord, NH 03301, USA",Match,Google
Murray State,"203 WATERFIELD, MURRAY US-KY 42071 US",36.6002299,-88.150702,"203 Waterfield Dr, Murray, KY 42071, USA",Partial Match,Google
Vanderbilt,"VANDE BOGART LIBRARY,MONTANA STATE UNIV-NORTHERN,PO BOX 7751,HAVRE MT 59501",48.5414604,-109.6877758,"300 13th St W, Havre, MT 59501, USA",Match,Google
Tualatin Public Library,"TUALATIN PUBLIC LIBRARY,18878 SW MARTINAZZI AVE,TUALATIN US-OR 97062 US",45.3843097,-122.7583852,"18878 SW Martinazzi Ave, Tualatin, OR 97062, USA",Match,Google
Central Library,"CENTRAL LIBRARY, J-MRL,201 EAST MARKET STREET,CHARLOTTESVE,VA. 22902-5287",38.031419,-78.479933,"201 E Market St, Charlottesville, VA 22902, USA",Partial Match,Google
Nevada State,"NEVADA STATE LIBRARY AND ARCHIVES,100 N. STEWART STREET,CARSON CITY, NV 89701-4285",39.1638936,-119.7648587,"100 N Stewart St, Carson City, NV 89701, USA",Match,Google
South Central Regional Library Council,"INTERLIBRARY LOAN,SOUTH CENTRAL REGIONAL LIBRARY COUNCIL,215 NORTH CAYUGA STREET,ITHACA NY 14850,ITHACA NY US 14850",42.439973,-76.499239,"108 N Cayuga St, Clinton Hall, 3rd Floor, Ithaca, NY 14850, United States",Match,Google
Kanawha Public Library,"KANAWHA COUNTY PUBLIC LIBRARY,123 CAPITOL ST,CHARLESTON WV 25301",38.3500517,-81.6356382,"123 Capitol St, Charleston, WV 25301, USA",Match,Google
Daniel Boone,"100 W. Broadway,Columbia MO US 65203",38.9511584,-92.3398143,"100 W Broadway, Columbia, MO 65203, USA",Match,Google
Nazareth College,"Nazareth College - Library,4245 East Avenue,Rochester US-NY 14618-0950 US",43.1030175,-77.520027,"4245 East Ave, Rochester, NY 14618, USA",Match,Google
Cazenovia College,"22 Sullivan St,Cazenovia US-NY 13035 US",42.9320508,-75.8548808,"22 Sullivan St, Cazenovia, NY 13035, USA",Match,Google
GGU,"GGU University Library,536 Mission St.,San Francisco US-CA 94105 US",37.789292,-122.398982,"536 Mission St, San Francisco, CA 94105, USA",Match,Google
Niagara,5795 Lewiston Road -- PO Box 2200 Niagara University US-NY 14109-2200 US,43.1365152,-79.0353197,"5795 Lewiston Rd, Niagara Univ, NY 14109, USA",Partial Match,Google
Purchase,"Purchase College Library-SUNY,735 Anderson H Road,Purchase US-NY 10577 US",41.0466485,-73.6977661,"735 Anderson Hill Rd, Purchase, NY 10577, USA",Match,Google
Union College,"Union College Library,3800 S 48th Street,Lincoln US-NE 68506 US",40.7744685,-96.6517495,"3800 S 48th St, Lincoln, NE 68506, USA",Match,Google
Fairfax,4000 Stringfellow Road Chanty VA 20151-2627 US,38.8826348,-77.4081927,"4000 Stringfellow Rd, Chantilly, VA 20151, USA",Partial Match,Google
Winona State,"Darrell W. Krueger Library-,175 West Mark Street,Winona US-MN 55987 US",44.0461805,-91.6437541,"175 W Mark St, Winona, MN 55987, USA",Match,Google
U of Southern Indiana,"University of Southern Indiana,David L. Rice Library,8600 University Blvd.,Evansve US-IN 47712 US",37.9613678,-87.6760566,"University of Southern Indiana (USI), 8600 University Blvd, Evansville, IN 47712, USA",Match,Google
Willamette U,"Wamette University Library,900 State Street,Salem US-OR 97301 US",44.9354212,-123.0305182,"900 State St, Salem, OR 97301, USA",Match,Google
Stephens College,"Stephens College,1200 E. Broadway, box 2054,Columbia US-MO 65215 US",38.9515728,-92.3214357,"1200 E Broadway, Columbia, MO 65215, USA",Match,Google
Wilmington U,"Wilmington University Library,320 North DuPont Highway,New Castle DE US 19720",39.683014,-75.5863,"320 N Dupont Hwy, New Castle, DE 19720, USA",Match,Google
Western Illinois,"1 University Circle,Macomb US-IL 61455 US",40.4625675,-90.6817433,"1 University Cir, Macomb, IL 61455, USA",Match,Google
Zion Benton,"Zion-Benton Public Library District,2400 Gabriel Avenue,Zion US-IL 60099-2280 US",42.451058,-87.839255,"2400 Gabriel Ave, Zion, IL 60099, USA",Match,Google
Scott Community College,"Scott Community College Library,500 Belmont Road,Bettendorf US-IA 52722-6804 US",41.5475463,-90.4684046,"500 Belmont Road, Bettendorf, IA 52722, USA",Match,Google
Juniata College,"Juniata College Library,1815 Moore Street,Huntingdon US-PA 16652 US",40.5005232,-78.0173004,"Juniata College, 1700 Moore St, Huntingdon, PA 16652, USA",Match,Google
Sul Ross State U,"Wildenthal Memorial Library,Sul Ross State University,East Highway 90,Alpine TX 79832",30.3628501,-103.6523175,"79830 US-90, Alpine, TX 79830, USA",Match,Google
Marshall U,"Library Services,Marshall Univ Grad College,100 Angus E. Peyton Drive,So. Charleston WV 25303",38.357215,-81.6975901,"100 Angus E Peyton Dr, South Charleston, WV 25303, USA",Match,Google
Gaithersburg,"2-4 Metropolitan Ct.,Gaithersburg US-MD 20878 US",39.1473051,-77.2265077,"4 Metropolitan Ct, Gaithersburg, MD 20878, USA",Partial Match,Google
U of Toledo,2801 W. BANCROFT ST. TOLEDO OH 43606-3390 US,41.661644,-83.6118792,"2801 W Bancroft St, Toledo, OH 43606, USA",Partial Match,Google
Atlanta U,"Robert W. Woodruff Library of the Atlanta Univ Center,111 James P. Brawley Dr. S.W.,Atlanta US-GA 30314 US",33.7515405,-84.4135685,"111 James P Brawley Dr SW, Atlanta, GA 30314, USA",Match,Google
Rice U,"Rice Library,University of Southern Indiana,8600 University Blvd,Evansve, IN 47712",37.9613678,-87.6760566,"University of Southern Indiana (USI), 8600 University Blvd, Evansville, IN 47712, USA",Partial Match,Google
Dakota County,"Dakota County Library,1340 Wescott Road,Eagan MN US 55123",44.81778,-93.163456,"1340 Wescott Rd, Eagan, MN 55123, USA",Match,Google
Guilford College,"Hege Library, Guilford College,5800 W. Friendly Ave,Greensboro US-NC 27410 US",36.0917988,-79.8887399,"5800 W Friendly Ave, Greensboro, NC 27410, USA",Match,Google
Dekalb County,"DeKalb County Public Library,215 Sycamore St,Decatur GA US 30030",33.7737821,-84.2939609,"215 Sycamore St, Decatur, GA 30030, USA",Match,Google
Transylvania county,"Transylvania County Library,212 S. Gaston St.,Brevard,NC 28712",35.2309818,-82.7357602,"212 S Gaston St, Brevard, NC 28712, USA",Match,Google
The Brookings Institution,"The Brookings Institution,1775 Massachusetts Ave., N.W,Washington US-DC 20036 US",38.9090159,-77.0405558,"1775 Massachusetts Ave NW, Washington, DC 20036, USA",Match,Google
Interlibrary Borrowing / Massachusetts Institute of Technology / Buil,"Massachusetts Institute of Technology,Building 14-0551,77 Massachusetts Ave,Cambridge US-MA 02139-4307 US",42.360091,-71.09416,"77 Massachusetts Ave, Cambridge, MA 02139, USA",Partial Match,Google
"INDIANA UNIVERSITY, SOUTH BEND / SCHURZ LIBRARY / ILL","Schurz Library,Indiana University South Bend,1700 Mishawaka Ave,South Bend US-IN 46615 US",41.662806,-86.222076,"1700 Mishawaka Ave, South Bend, IN 46615, USA",Match,Google
INDIANA UNIVERSITY OF PENNSYLVANIA,1012 WINSLOW STREET PUNXSUTAWNEY PA 15767-4435,40.944538,-78.989813,"1012 Winslow St, Punxsutawney, PA 15767, USA",Partial Match,Google
Indiana University Kokomo Library/ ILL,",2300 South Washington St.,P.O. Box 9003,Kokomo US-IN 46904-9003 US",40.4594451,-86.1316551,"2300 S Washington St, Kokomo, IN 46902, USA",Partial Match,Google
Indiana University East Campus Library / ILL,"2325 Chester Blvd.,,Hayes Hall,Richmond US-IN 47374-1289 US",37.1795108,-77.3809531,"2325 Fort Hayes Dr, Petersburg, VA 23805, USA",Partial Match,Google
ILL-White Branch Library,"763 Butternut St.,Syracuse US-NY 13208 US",43.0615338,-76.1455156,"763 Butternut St, Syracuse, NY 13208, USA",Match,Google
ILL-Tully Free Library,"300 Orchard St.,Fayetteve US-NY 13066 US",43.025735,-76.0068632,"300 Orchard St, Fayetteville, NY 13066, USA",Partial Match,Google
ILL-OCPL,"101 Springfield Rd.,Syracuse US-NY 13214 US",43.0482577,-76.0940409,"101 Springfield Rd, Syracuse, NY 13214, USA",Match,Google
ILL-MANLIUS LIBRARY,"1 Arkie Albanese Ave.,Manlius US-NY 13104 US",43.0034937,-75.9849471,"1 Arkie Albanese Ave, Manlius, NY 13104, USA",Match,Google
ILL-LIVERPOOL PUBLIC LIBRARY,"310 Tulip St.,Liverpool US-NY 13088 US",43.1027737,-76.2078621,"310 Tulip St, Liverpool, NY 13088, USA",Match,Google
ILLl/FRIEDSAM MEMORIAL LIBRARY/ST. BONAVENTURE UNIVERSITY,"Friedsam Memorial Library,3261 W. State Road,St. Bonaventure US-NY 14778 US",42.0804476,-78.4834742,"3261 W State St, St Bonaventure, NY 14778, USA",Match,Google
ILL-ILL-MUNDY BRANCH OCPL,"1204 S. Geddes St.,Syracuse US-NY 13204",43.03556,-76.17415,"1204 S GEDDES ST, SYRACUSE, NY, 13204",Match,US Census
ILL-DEWITT COMMUNITY LIBRARY,"SHOPPINGTOWN,DEWITT NY 13214",43.0407291,-76.0641066,"3649 Erie Blvd E, Syracuse, NY 13214, USA",Match,Google
ILL-BREWERTON FREE LIBRARY,"5437 LIBRARY ST,BREWERTON NY 13029",43.2389293,-76.1423872,"5437 Library St, Brewerton, NY 13029, USA",Match,Google
ILL-Borrowing Section/Krannert Memorial Library,"University of Indianapolis,1400 E. Hanna Ave.,Indianapolis US-IN 46227 US",39.7096506,-86.1347693,"1400 E Hanna Ave, Indianapolis, IN 46227, USA",Match,Google
ILL-Benner Library,"Olivet Nazarene University,One University Avenue,Bourbonnais, IL 60914-2345 USA",41.1549071,-87.8723694,"1 University Ave, Bourbonnais, IL 60914, USA",Match,Google
ILL-Baylor University Libraries,"One Bear Place #97148,Waco US-TX 76798 US",31.552047,-97.119921,"1 Bear Trail, Waco, TX 76798, USA",Partial Match,Google
ILL-Baldwinsville P.L.,"33 E. Genesee St.,Baldwinsve US-NY 13027 US",43.159216,-76.3294233,"33 E Genesee St, Baldwinsville, NY 13027, USA",Partial Match,Google
ILL: TOWSON UNIVERSITY,"Towson University,8000 York Road,Towson US-MD 21252 US",39.3937961,-76.6091894,"8000 York Rd, Towson, MD 21252, USA",Match,Google
ILL/WESTPORT LIBRARY,20 Jesup Road Westport CT 06880 US,41.1407802,-73.3616856,"20 Jesup Rd, Westport, CT 06880, USA",Match,Google
ILL/Wells College Library,"Long LibraryWells College,170 Main Street,Aurora US-NY 13026 US",42.7442703,-76.6966188,"170 Main St, Aurora, NY 13026, USA",Partial Match,Google
ILL/W.E.B. DuBois Library,"University of Massachusetts Amherst,154 Hicks Way,Amherst US-MA 01003-9275 US",42.3908227,-72.5279501,"280 Hicks Way, Amherst, MA 01003, USA",Partial Match,Google
ILL/Van Wagenen Library / SUNY Cobleskill,"Van Wagenen Library,142 Schenectady Avenue,SUNY Coblesk,Coblesk US-NY 12043 US",42.6722023,-74.4995028,"106 Suffolk Cir, Cobleskill, NY 12043, USA",Match,Google
ILL/University of Rhode Island Library,"University of Rhode Island Library,15 Lippitt Road,Kingston US-RI 02881 US",41.4877578,-71.5288555,"15 Lippitt Rd, Kingston, RI 02881, USA",Match,Google
ILL/UNIVERSITY OF MEMPHIS LIB.,126 Ned R. McWherter Library Memphis TN,35.1208734,-89.9361224,"126 Ned Mcwherter Library, Memphis, TN 38152, USA",Match,Google
ILL/UNIV. OF ROCHESTER LIBRARY,755 LIBRARY RD ROCHESTER US-NY 14627-0055 US,43.1284773,-77.6284712,"755 Library Rd, Rochester, NY 14627, USA",Partial Match,Google
ILL/UNIV. OF LOUISVILLE LIBRARY/ WILLIAM F. EKSTROM LIBRARY,"Ekstrom Library,University of Louisve,Louisve US-KY 40292 US",38.2168925,-85.7603326,"2215 S 3rd St, Louisville, KY 40208, USA",Partial Match,Google
ILL/UNION COLLEGE LIBRARY,807 Union Street Schenectady NY 12308-3149,42.8155649,-73.9306221,"807 Union St, Schenectady, NY 12308, USA",Partial Match,Google
ILL/TOURO COLLEGE LIBRARY/MIDWOOD/FLATBUSH CAMPUS,"1602 AVENUE J,BROOKLYN, NY 11230,US",40.6251084,-73.9601197,"1602 Avenue J, Brooklyn, NY 11230, USA",Match,Google
ILL/SYRACUSE UNIVERSITY LIBRARY,"222 Waverly Ave.,Syracuse US-NY 13244-2010",43.0365902,-76.1340118,"222 Waverly Ave, Syracuse, NY 13244, USA",Partial Match,Google
ILL/SUNY COLLEGE @ CORTLAND/MEMORIAL LIBRARY,"SUNY Cortland, Memorial Library,81 Prospect Terrace,Cortland US-NY 13045 US",42.5967991,-76.1897317,"81 Prospect Terrace, Cortland, NY 13045, USA",Match,Google
ILL/ST. XAVIER UNIVERSITY,"Saint Xavier University,3700 West 103rd Street,Chicago US-IL 60655 US",41.7093667,-87.7150253,"3700 W 103rd St, Chicago, IL 60655, USA",Match,Google
ILL/St Louis Univ,"St. Louis Unviersity,3650 Lindell Blvd,St. Louis US-MO 63108 US",38.6433477,-90.2621734,"3650 Lindell Blvd, St. Louis, MO 63108, USA",Partial Match,Google
ILL/SOUTHWORTH LIBRARY/SUNY COLLEGE OF TECHNOLOGY,"SUNY Canton,34 Cornell Drive,Canton US-NY 13617 US",44.602382,-75.183458,"34 Cornell Dr, Canton, NY 13617, USA",Match,Google
ILL/Sojourner Truth Library / SUNY New Paltz,"300 Hawk Drive,NEW PALTZ US-NY 12561-2493 US",41.7418966,-74.0847663,"300 Hawk Dr, New Paltz, NY 12561, USA",Partial Match,Google
ILL/SKIDMORE COLLEGE LIBRARY,"SKIDMORE COLLEGE LIBRARY,815 NORTH BROADWAY,SARATOGA SPRINGS US-NY 12866 US",43.0972759,-73.7841811,"815 N Broadway, Saratoga Springs, NY 12866, USA",Match,Google
ILL/SARAH LAWRENCE COLLEGE,"Sarah Lawrence College Library,1 Mead Way,Bronxve US-NY 10708 US",40.9360524,-73.8433974,"1 Mead Way, Bronxville, NY 10708, USA",Partial Match,Google
ILL/Polytechnic University/Bern Dibner Library,"Polytechnic Institute of NYU. Bern Dibner Library,Brooklyn US-NY 11201 US",40.6946976,-73.9856659,"5 MetroTech Center, Brooklyn, NY 11201-3840, Brooklyn, NY 11201, United States",Match,Google
ILL/PIKE'S PEAK LIBRARY DIST./Courier C306,"- Pikes Peak Library District,P.O. Box 1579 , 20 N. Cascade Ave.,Colorado Springs US-CO 80901-1579 US",38.835247,-104.825906,"20 N Cascade Ave, Colorado Springs, CO 80903, USA",Partial Match,Google
ILL/PACE UNIVERSITY/HENRY BIRNBAUM LIBRARY,"Pace University,One Pace Plaza,New York US-NY 10038 US",40.7111197,-74.0048567,"1 Pace Plaza, New York, NY 10038, USA",Match,Google
ILL/North Park University Library,"North Park University Library,3225 W Foster Ave,Chicago US-IL 60625 US",41.9747121,-87.7106078,"3225 W Foster Ave, Chicago, IL 60625, USA",Match,Google
ILL/Newman Library/Virginia Tech.,"Virginia Tech,P.O. Box 90001,Kent St.,Blacksburg, Va 24062-9001",37.228067,-80.418603,"Virginia Polytechnic Institute and State University, 115 Kent St, Blacksburg, VA 24060, USA",Partial Match,Google
ILL/NEW CANAAN LIBRARY,"New Canaan Library,151 Main St.,New Canaan, CT 06840",41.1456241,-73.4920934,"151 Main St, New Canaan, CT 06840, USA",Match,Google
ILL/MS045/BRANDEIS UNIVERSITY LIBRARIES,"Brandeis University LTS,415 South Street,Waltham US-MA 02454 - 9110 US",42.3662517,-71.2585265,"415 South St, Waltham, MA 02453, USA",Match,Google
ILL/Mohawk Valley Library System,"858 Duanesburg Rd.,Schenectady US-NY 12306-1057 US",42.7834321,-74.0226162,"858 Duanesburg Rd, Schenectady, NY 12306, USA",Partial Match,Google
ILL/Mina Rees Library/CUNY GRAD. SCHOOL LIB.,"The Graduate Center, CUNY--Library, ,365 Fifth Ave,New York US-NY 10016 US",40.748449,-73.9834916,"365 5th Ave, New York, NY 10016, USA",Match,Google
ILL/MIDDLESEX COMMUNITY COLLEGE LIBRARY,"Middlesex Community College Library,33 Kearney Square,Lowell, MA 01852,US",42.6455606,-71.3059902,"50 Kearney Square, Lowell, MA 01852, USA",Match,Google
ILL/MIDDLEBURY COLLEGE LIBRARY,"110 Storrs Ave.,Middlebury US-VT 05753 US",44.010004,-73.1741625,"110 Storrs Ave, Middlebury, VT 05753, USA",Match,Google
ILL/Mercy College Library,"Mercy College Library,555 Broadway,Dobbs Ferry, NY 10522,US",41.021147,-73.874663,"555 Broadway, Dobbs Ferry, NY 10522, USA",Match,Google
ILL/Massasoit Community College library,"One Massasoit Blvd.,Brockton US-MA 02302 US",42.0756268,-70.9902763,"1 Massasoit Blvd, Brockton, MA 02302, USA",Match,Google
ILL/MARIST COLLEGE LIBRARY,"Marist College Library,3399 North Road,Poughkeepsie US-NY 12601 US",41.7220415,-73.9341178,"3399 North Rd, Poughkeepsie, NY 12601, USA",Match,Google
ILL/Long Island University/C.W. Post Campus,"LIU-Post Library, Interlibrary Loans,720 Northern Boulevard,Brookve US-NY 11548 US",40.8154837,-73.5887219,"720 Northern Blvd, Brookville, NY 11548, USA",Partial Match,Google
ILL/LINFIELD COLLEGE/PORTLAND CAMPUS LIBRARY,"Linfield College,Portland Campus Library,1015 NW 22nd Ave.,Portland,OR 97210",45.53141,-122.6975639,"2255 NW Northrup St, Portland, OR 97210, USA",Match,Google
ILL/Library/LaGuardia College,"Library,LaGuardia Community College,31-10 Thomson Avenue,Long Island City US-NY 11101 US",40.7432143,-73.9339734,"30-10 Thomson Ave, Long Island City, NY 11101, USA",Match,Google
